id,name,team,position,y1_points,y1_rank,y2_points,y2_rank,y3_points,y3_rank,y1_average,y2_average,y3_average,y1_games,y2_games,y3_games,y1_price,y2_price,y3_price
1630199,Cassius Stanley,Detroit Pistons,G,114.5,440,80.5,411,0.0,365,12.7,3.4,0.0,9,24,0,0,0,0
1630216,Cassius Winston,Washington Wizards,G,31.0,477,97.0,406,0.0,365,4.4,4.4,0.0,7,22,0,0,0,0
1626224,Cedi Osman,Cleveland Cavaliers,F,1521.5,193,1502.0,171,1704.5,145,23.1,25.5,26.2,66,59,65,0,1,0
1628990,Chandler Hutchison,Phoenix Suns,F-G,8.0,493,285.5,369,542.5,283,1.3,11.4,19.4,6,25,28,0,0,0
1629646,Charles Bassey,Philadelphia 76ers,C-F,285.0,398,0.0,433,0.0,365,12.4,0.0,0.0,23,0,0,0,0,0
1626184,Chasson Randle,Washington Wizards,G,0.0,500,614.5,315,24.5,358,0.0,15.0,8.2,0,41,3,0,0,0
1630602,Chaundee Brown,None,None,68.0,457,0.0,433,0.0,365,13.6,0.0,0.0,5,0,0,0,0,0
1629002,Chimezie Metu,Sacramento Kings,F-C,1471.5,204,598.0,316,170.5,331,24.5,16.6,9.5,60,36,18,0,0,0
1628449,Chris Boucher,Toronto Raptors,F-C,2241.0,110,2442.5,64,1327.5,198,28.0,40.7,21.4,80,60,62,0,1,0
1629185,Chris Chiozza,Golden State Warriors,G,256.5,406,321.5,359,483.5,290,7.5,14.6,17.3,34,22,28,0,0,0
1630537,Chris Duarte,Indiana Pacers,G,1573.0,185,0.0,433,0.0,365,28.6,0.0,0.0,55,0,0,0,0,0
101108,Chris Paul,Phoenix Suns,G,3936.0,20,3903.0,12,3494.5,22,60.6,55.8,49.9,65,70,70,52,52,89
1629735,Chris Silva,Atlanta Hawks,F,93.0,449,104.5,404,488.5,289,9.3,7.0,11.1,10,15,44,0,0,0
1626174,Christian Wood,Dallas Mavericks,F,3412.0,33,2209.0,91,2116.0,101,50.2,53.9,34.1,68,41,62,46,80,0
1629643,Chuma Okeke,Orlando Magic,F,1827.5,152,1101.5,232,0.0,365,26.1,24.5,0.0,70,45,0,0,0,0
203991,Clint Capela,Atlanta Hawks,C,3438.0,32,3765.5,16,2196.0,88,46.5,59.8,56.3,74,63,39,60,45,78
1629632,Coby White,Chicago Bulls,G,1708.0,168,2458.5,63,1784.5,139,28.0,35.6,27.5,61,69,65,0,19,1
1628998,Cody Martin,Charlotte Hornets,F,1858.5,149,794.5,289,809.0,252,26.2,15.3,16.9,71,52,48,0,0,0
203469,Cody Zeller,Portland Trail Blazers,F-C,448.5,365,1457.5,181,1887.5,120,16.6,30.4,32.5,27,48,58,0,2,0
1630175,Cole Anthony,Orlando Magic,G,2670.5,81,1500.5,172,0.0,365,41.1,31.9,0.0,65,47,0,0,0,0
1629012,Collin Sexton,Utah Jazz,G,314.5,394,2895.0,43,2594.5,53,28.6,48.2,39.9,11,60,65,0,22,1
1630557,Corey Kispert,Washington Wizards,F,1443.5,211,0.0,433,0.0,365,18.7,0.0,0.0,77,0,0,0,0,0
202709,Cory Joseph,Detroit Pistons,G,1559.0,188,1577.0,159,1566.0,164,24.0,25.0,21.8,65,63,72,0,0,0
1626156,D'Angelo Russell,Minnesota Timberwolves,G,3028.5,52,1876.5,118,2257.5,81,46.6,44.7,50.2,65,42,45,46,61,63
201571,D.J. Augustin,Los Angeles Lakers,G,697.0,323,1132.5,227,1544.5,169,12.7,19.9,27.1,55,57,57,0,0,0
1628391,D.J. Wilson,Toronto Raptors,F,91.0,450,493.5,326,321.0,311,22.8,14.1,8.7,4,35,37,0,0,0
1630227,Daishen Nix,Houston Rockets,G,229.0,411,0.0,433,0.0,365,9.5,0.0,0.0,24,0,0,0,0,0
1630625,Dalano Banton,Toronto Raptors,F,695.5,324,0.0,433,0.0,365,10.9,0.0,0.0,64,0,0,0,0,0
1627745,Damian Jones,Los Angeles Lakers,C,1361.5,223,620.0,314,1027.0,230,24.3,15.9,18.7,56,39,55,0,0,0
203081,Damian Lillard,Portland Trail Blazers,G,1599.5,182,4318.0,7,4572.5,6,55.2,64.4,69.3,29,67,66,0,164,128
1627814,Damion Lee,Phoenix Suns,G-F,1095.5,259,999.0,252,1520.0,173,17.4,17.5,31.0,63,57,49,0,0,0
1629655,Daniel Gafford,Washington Wizards,F-C,2239.5,111,1307.0,200,758.5,257,31.1,24.2,17.6,72,54,43,0,0,0
1630187,Daniel Oturu,Toronto Raptors,C,26.0,478,200.0,388,0.0,365,8.7,6.7,0.0,3,30,0,0,0,0
1628464,Daniel Theis,Indiana Pacers,F-C,1061.0,267,1912.5,113,2152.5,93,22.6,29.4,33.1,47,65,65,0,3,0
201568,Danilo Gallinari,Boston Celtics,F,1746.0,165,1434.0,184,2309.5,77,26.5,28.1,37.2,66,51,62,0,15,15
201980,Danny Green,Memphis Grizzlies,G,1068.0,265,1873.5,120,1490.0,176,17.2,27.2,21.9,62,69,68,0,2,1
203957,Dante Exum,Utah Jazz,G,0.0,500,85.0,410,411.0,303,0.0,14.2,11.7,0,6,35,0,0,0
1627863,Danuel House Jr.,Philadelphia 76ers,F-G,635.5,336,786.0,290,1682.0,151,15.1,21.8,26.7,42,36,63,0,0,0
203967,Dario Saric,Phoenix Suns,F-C,0.0,500,1000.0,250,1902.0,119,0.0,20.0,28.8,0,50,66,0,1,0
1629647,Darius Bazley,Oklahoma City Thunder,F,2079.5,128,1720.0,141,980.0,234,30.1,31.3,16.1,69,55,61,0,1,0
1629636,Darius Garland,Cleveland Cavaliers,G,3918.5,22,2263.0,82,1535.5,170,57.6,41.9,26.0,68,54,59,13,1,0
1630561,David Duke Jr.,Brooklyn Nets,G,341.0,389,0.0,433,0.0,365,15.5,0.0,0.0,22,0,0,0,0,0
1630525,David Johnson,Toronto Raptors,G,-1.0,502,0.0,433,0.0,365,-0.5,0.0,0.0,2,0,0,0,0,0
1628021,David Nwaba,Houston Rockets,G-F,729.0,319,771.5,294,289.0,316,15.8,25.7,14.4,46,30,20,0,0,0
1630558,Davion Mitchell,Sacramento Kings,G,2193.0,118,0.0,433,0.0,365,29.2,0.0,0.0,75,0,0,0,0,0
202722,Davis Bertans,Dallas Mavericks,F,655.5,334,1277.5,204,1811.0,134,11.7,22.4,33.5,56,57,54,0,13,0
1628432,Davon Reed,Denver Nuggets,G,636.0,335,0.0,433,0.0,365,13.2,0.0,0.0,48,0,0,0,0,0
1630549,Day'Ron Sharpe,Brooklyn Nets,C,632.0,337,0.0,433,0.0,365,19.8,0.0,0.0,32,0,0,0,0,0
1628368,De'Aaron Fox,Sacramento Kings,G,3025.5,53,3459.5,21,2707.0,47,51.3,59.6,53.1,59,58,51,0,76,52
1629631,De'Andre Hunter,Atlanta Hawks,F-G,1433.0,214,783.5,292,1682.5,150,27.0,34.1,26.7,53,23,63,0,3,0
1629001,De'Anthony Melton,Philadelphia 76ers,G,2199.0,114,1363.0,192,1442.5,183,30.1,26.2,24.0,73,52,60,0,0,0
201599,DeAndre Jordan,Denver Nuggets,C,822.0,306,1658.5,147,1934.0,114,17.1,29.1,34.5,48,57,56,0,4,19
1627761,DeAndre' Bembry,Milwaukee Bucks,G-F,984.5,282,955.0,259,864.5,245,17.6,18.7,20.1,56,51,43,0,0,0
1630610,DeJon Jarreau,Indiana Pacers,G,0.0,500,0.0,433,0.0,365,0.0,0.0,0.0,1,0,0,0,0,0
201942,DeMar DeRozan,Chicago Bulls,G-F,4507.0,10,3398.5,23,3646.0,18,59.3,55.7,53.6,76,61,68,54,71,48
1629731,Dean Wade,Cleveland Cavaliers,F-C,773.0,314,1086.5,236,75.0,344,15.2,17.2,6.2,51,63,12,0,0,0
1629028,Deandre Ayton,Phoenix Suns,C,2918.5,59,3329.5,27,2189.5,89,50.3,48.3,57.6,58,69,38,81,102,65
1627749,Dejounte Murray,Atlanta Hawks,G,4909.5,6,3185.5,31,2370.0,73,72.2,47.5,35.9,68,67,66,0,17,1
1626153,Delon Wright,Washington Wizards,G,1487.0,200,2230.0,86,1879.5,121,19.3,35.4,25.7,77,63,73,0,1,0
1630166,Deni Avdija,Washington Wizards,F,2027.5,135,999.5,251,0.0,365,24.7,18.5,0.0,82,54,0,0,0,0
203471,Dennis Schroder,Houston Rockets,G,2101.0,125,2424.5,66,2526.5,58,32.8,39.7,38.9,64,61,65,16,7,0
1628372,Dennis Smith Jr.,Portland Trail Blazers,G,794.0,308,555.5,322,567.0,276,21.5,24.2,16.7,37,23,34,0,0,0
1627756,Denzel Valentine,Utah Jazz,G,169.5,424,1032.0,247,564.5,278,7.1,16.6,15.7,24,62,36,0,0,0
202324,Derrick Favors,Oklahoma City Thunder,F,697.0,323,1505.5,168,1920.5,116,17.9,22.1,37.7,39,68,51,0,7,21
1627884,Derrick Jones Jr.,Chicago Bulls,F,870.0,299,1210.5,212,1436.5,184,17.1,20.9,24.3,51,58,59,0,0,0
201565,Derrick Rose,New York Knicks,G,834.5,303,1809.0,128,2126.0,100,32.1,36.2,42.5,26,50,50,0,14,0
1628476,Derrick Walton Jr.,Detroit Pistons,G,97.5,447,0.0,433,171.5,330,32.5,0.0,6.6,3,0,26,0,0,0
1628401,Derrick White,Boston Celtics,G,2759.5,73,1312.5,198,2130.5,98,36.8,36.5,31.3,75,36,68,23,5,1
1630217,Desmond Bane,Memphis Grizzlies,G,3062.5,49,1504.0,169,0.0,365,40.3,22.1,0.0,76,68,0,0,0,0
1626164,Devin Booker,Phoenix Suns,G,3875.0,24,3318.5,28,3968.5,11,57.0,49.5,56.7,68,67,70,74,137,75
1630170,Devin Vassell,San Antonio Spurs,G-F,2167.0,121,951.0,260,0.0,365,30.5,15.3,0.0,71,62,0,0,0,0
1629653,Devon Dotson,Chicago Bulls,G,79.0,455,69.0,413,0.0,365,7.2,6.3,0.0,11,11,0,0,0,0
1629719,Devontae Cacok,Portland Trail Blazers,F,184.0,421,125.5,401,18.5,359,12.3,6.3,18.5,15,20,1,0,0,0
1628984,Devonte' Graham,New Orleans Pelicans,G,2196.0,116,2007.0,104,2994.0,39,28.9,36.5,47.5,76,55,63,5,31,0
203473,Dewayne Dedmon,Miami Heat,C,1373.5,221,357.0,349,843.0,247,20.5,22.3,19.2,67,16,44,0,0,0
1629712,Didi Louzada,Portland Trail Blazers,G,84.0,452,18.0,428,0.0,365,9.3,6.0,0.0,9,3,0,0,0,0
1628415,Dillon Brooks,Memphis Grizzlies,G-F,1203.5,241,2308.5,77,2329.5,76,37.6,34.5,31.9,32,67,73,0,2,0
1627734,Domantas Sabonis,Sacramento Kings,F-C,3912.0,23,4282.5,8,3893.0,14,63.1,69.1,62.8,62,62,62,132,95,47
1628378,Donovan Mitchell,Cleveland Cavaliers,G,3617.5,27,2876.5,46,3328.0,26,54.0,54.3,48.2,67,53,69,90,115,33
1628978,Donte DiVincenzo,Golden State Warriors,G,1015.5,274,2044.0,101,1774.0,141,24.2,31.0,26.9,42,66,66,0,1,0
1627827,Dorian Finney-Smith,Dallas Mavericks,F,2383.0,98,1684.0,145,1984.5,109,29.8,28.1,28.0,80,60,71,0,0,0
203926,Doug McDermott,San Antonio Spurs,F,1094.0,260,1800.5,129,1401.5,191,21.5,27.3,20.3,51,66,69,0,0,0
203110,Draymond Green,Golden State Warriors,F,1835.0,151,2883.0,45,1611.0,160,39.9,45.8,37.5,46,63,43,14,49,45
1629234,Drew Eubanks,Portland Trail Blazers,F-C,1718.0,167,1076.5,239,359.0,309,24.2,19.9,16.3,71,54,22,0,0,0
1630613,Duane Washington Jr.,Phoenix Suns,G,910.5,291,0.0,433,0.0,365,19.0,0.0,0.0,48,0,0,0,0,0
1629130,Duncan Robinson,Miami Heat,F,1748.0,164,1938.0,112,1966.5,113,22.1,26.9,26.9,79,72,73,0,6,0
1628407,Dwayne Bacon,Charlotte Hornets,G-F,0.0,500,1601.5,151,523.5,287,0.0,22.2,13.4,0,72,39,0,0,0
2730,Dwight Howard,Los Angeles Lakers,C-F,1321.5,229,1856.5,123,1910.0,117,22.0,26.9,27.7,60,69,69,0,1,2
203939,Dwight Powell,Dallas Mavericks,F-C,2094.0,126,1146.5,224,1145.0,218,25.5,19.8,28.6,82,58,40,0,0,0
1629685,Dylan Windler,Cleveland Cavaliers,G-F,354.5,385,478.5,328,0.0,365,7.1,15.4,0.0,50,31,0,0,0,0
202734,E'Twaun Moore,Orlando Magic,G,0.0,500,364.5,347,1056.0,226,0.0,13.5,18.9,0,27,56,0,0,0
1628410,Edmond Sumner,Brooklyn Nets,G,0.0,500,860.5,279,430.5,300,0.0,16.2,13.9,0,53,31,0,0,0
203901,Elfrid Payton,Phoenix Suns,G,551.0,344,1637.0,149,1835.0,130,11.0,26.0,40.8,50,63,45,0,3,1
1629091,Elijah Bryant,Milwaukee Bucks,G,0.0,500,33.5,424,0.0,365,0.0,33.5,0.0,0,1,0,0,0,0
1630190,Elijah Hughes,Portland Trail Blazers,G,299.5,397,57.5,418,0.0,365,8.3,3.2,0.0,36,18,0,0,0,0
1629150,Emanuel Terry,Phoenix Suns,F,18.5,483,0.0,433,0.0,365,6.2,0.0,0.0,3,0,0,0,0,0
202683,Enes Kanter,None,None,484.0,359,3012.0,38,1653.5,154,13.8,41.8,28.5,35,72,58,0,1,2
202339,Eric Bledsoe,Portland Trail Blazers,G,1563.0,186,2174.5,96,2437.0,69,28.9,30.6,40.0,54,71,61,0,21,7
201569,Eric Gordon,Houston Rockets,G,1547.0,192,886.5,273,901.5,242,27.1,32.8,25.0,57,27,36,0,3,1
1629672,Eric Paschall,Minnesota Timberwolves,F,692.5,325,809.5,286,1876.5,123,11.9,20.2,31.3,58,40,60,0,0,0
1630647,Eugene Omoruyi,Oklahoma City Thunder,F,23.0,479,0.0,433,0.0,365,5.8,0.0,0.0,4,0,0,0,0,0
203095,Evan Fournier,New York Knicks,G-F,2300.5,103,1585.0,155,2471.5,66,28.8,37.7,37.4,80,42,66,15,14,0
1630596,Evan Mobley,Cleveland Cavaliers,C,3212.5,41,0.0,433,0.0,365,46.6,0.0,0.0,69,0,0,4,0,0
1630267,Facundo Campazzo,Denver Nuggets,G,1266.5,235,1412.0,188,0.0,365,19.5,21.7,0.0,65,65,0,0,1,0
1630624,Feron Hunt,New York Knicks,F,4.5,497,0.0,433,0.0,365,2.2,0.0,0.0,2,0,0,0,0,0
1628402,Frank Jackson,Detroit Pistons,G,1014.5,275,723.5,301,717.0,264,19.1,18.1,12.2,53,40,59,0,0,0
1626163,Frank Kaminsky,Atlanta Hawks,F-C,268.5,402,942.0,262,932.5,239,29.8,20.0,23.9,9,47,39,0,0,0
1628373,Frank Ntilikina,Dallas Mavericks,G,630.0,338,249.5,377,1139.5,219,10.9,7.6,20.0,58,33,57,0,0,0
1630532,Franz Wagner,Orlando Magic,F,2849.0,65,0.0,433,0.0,365,36.1,0.0,0.0,79,0,0,0,0,0
1627832,Fred VanVleet,Toronto Raptors,G,3441.5,30,2697.5,53,2624.0,51,52.9,51.9,48.6,65,52,54,65,41,0
1630273,Freddie Gillespie,Orlando Magic,F,123.5,438,420.0,336,0.0,365,13.7,21.0,0.0,9,20,0,0,0,0
1627788,Furkan Korkmaz,Philadelphia 76ers,G-F,1210.0,239,1091.0,233,1421.5,187,18.1,19.8,19.7,67,55,72,0,0,0
1629216,Gabe Vincent,Miami Heat,G,1507.5,196,551.0,323,48.0,349,22.2,11.0,5.3,68,50,9,0,0,0
1630466,Gabriel Deck,Oklahoma City Thunder,F,46.5,469,245.0,378,0.0,365,6.6,24.5,0.0,7,10,0,0,0,0
202066,Garrett Temple,New Orleans Pelicans,G-F,881.0,297,1196.0,216,1611.5,159,14.9,21.4,26.0,59,56,62,0,0,0
1629726,Garrison Mathews,Houston Rockets,G,1423.0,217,744.0,299,204.5,328,21.9,11.6,11.4,65,64,18,0,0,0
203914,Gary Harris,Orlando Magic,G,1460.0,208,867.0,276,1434.5,186,23.9,22.2,25.6,61,39,56,0,0,0
1627780,Gary Payton II,Portland Trail Blazers,G,1549.5,190,76.0,412,470.5,293,21.8,7.6,16.2,71,10,29,0,0,0
1629018,Gary Trent Jr.,Toronto Raptors,G-F,2618.5,84,1699.5,143,1204.5,210,37.4,29.3,19.7,70,58,61,0,0,0
201588,George Hill,Milwaukee Bucks,G,1014.0,276,660.5,308,1546.0,168,18.8,22.0,26.2,54,30,59,0,0,0
1628994,George King,Dallas Mavericks,F,-0.5,501,0.0,433,0.0,365,-0.1,0.0,0.0,4,0,0,0,0,0
1627777,Georges Niang,Philadelphia 76ers,F,1480.5,202,1068.5,241,809.5,251,19.5,14.8,12.3,76,72,66,0,0,0
1630686,Georgios Kalaitzakis,Oklahoma City Thunder,F,173.5,423,0.0,433,0.0,365,13.3,0.0,0.0,13,0,0,0,0,0
203507,Giannis Antetokounmpo,Milwaukee Bucks,F,5437.0,2,4751.0,3,5146.5,3,81.1,77.9,81.7,67,61,63,201,209,198
1629048,Goga Bitadze,Indiana Pacers,C-F,1049.0,269,840.5,282,556.0,280,21.0,18.7,10.3,50,45,54,0,0,0
201609,Goran Dragic,Chicago Bulls,G,496.5,355,1575.5,160,2184.5,90,23.6,31.5,37.0,21,50,59,0,7,0
202330,Gordon Hayward,Charlotte Hornets,F,1887.5,145,2042.0,102,2350.0,74,38.5,46.4,45.2,49,44,52,0,30,10
203476,Gorgui Dieng,San Antonio Spurs,C,502.5,353,759.0,297,1633.0,157,11.4,20.0,25.9,44,38,63,0,0,0
1630203,Grant Riller,Philadelphia 76ers,G,0.0,500,38.5,423,0.0,365,0.0,5.5,0.0,0,7,0,0,0,0
1629684,Grant Williams,Boston Celtics,F,1625.5,180,864.5,277,846.5,246,21.1,13.7,12.3,77,63,69,0,0,0
1628960,Grayson Allen,Milwaukee Bucks,G,1657.5,176,1251.0,207,665.0,269,25.1,25.0,17.5,66,50,38,0,0,0
1630535,Greg Brown III,Portland Trail Blazers,F,664.0,333,0.0,433,0.0,365,13.8,0.0,0.0,48,0,0,0,0,0
1628977,Hamidou Diallo,Detroit Pistons,G,1647.5,179,1566.5,162,812.0,250,28.4,30.1,17.7,58,52,46,0,0,0
203084,Harrison Barnes,Sacramento Kings,F,2805.5,67,2348.0,72,2349.5,75,36.4,40.5,32.6,77,58,72,10,3,6
1628385,Harry Giles III,Sacramento Kings,F-C,0.0,500,419.0,337,932.0,240,0.0,11.0,20.3,0,38,46,0,0,0
202355,Hassan Whiteside,Utah Jazz,C,2056.5,129,931.0,265,4098.0,10,31.6,25.9,61.2,65,36,67,0,64,4
1629755,Hassani Gravett,Orlando Magic,G,144.5,430,0.0,433,0.0,365,18.1,0.0,0.0,8,0,0,0,0,0
1630529,Herbert Jones,New Orleans Pelicans,F,2310.0,102,0.0,433,0.0,365,29.6,0.0,0.0,78,0,0,0,0,0
1629649,Ignas Brazdeikis,Orlando Magic,F,475.5,362,223.5,384,33.5,354,11.3,17.2,3.7,42,13,9,0,0,0
1630193,Immanuel Quickley,New York Knicks,G,2173.5,120,1494.0,175,0.0,365,27.9,23.3,0.0,78,64,0,0,0,0
1629067,Isaac Bonga,Toronto Raptors,G,61.0,460,261.0,374,1067.5,224,4.1,6.5,16.2,15,40,66,0,0,0
1630171,Isaac Okoro,Cleveland Cavaliers,F-G,1547.5,191,1572.0,161,0.0,365,23.1,23.5,0.0,67,67,0,0,0,0
1628392,Isaiah Hartenstein,New York Knicks,C-F,2028.0,134,867.5,275,391.0,305,29.8,18.9,17.0,68,46,23,0,0,0
1630543,Isaiah Jackson,Indiana Pacers,F,908.5,292,0.0,433,0.0,365,25.2,0.0,0.0,36,0,0,0,0,0
1630198,Isaiah Joe,Philadelphia 76ers,G,412.5,376,316.0,361,0.0,365,7.5,7.7,0.0,55,41,0,0,0,0
1630587,Isaiah Livers,Detroit Pistons,F,343.0,387,0.0,433,0.0,365,18.1,0.0,0.0,19,0,0,0,0,0
1629676,Isaiah Roby,San Antonio Spurs,F,1328.5,228,1560.0,164,-0.5,366,29.5,25.6,-0.2,45,61,3,0,0,0
1630191,Isaiah Stewart,Detroit Pistons,F-C,2242.0,109,1969.0,108,0.0,365,31.6,29.0,0.0,71,68,0,6,0,0
1630225,Isaiah Todd,Washington Wizards,F,55.0,464,0.0,433,0.0,365,4.6,0.0,0.0,12,0,0,0,0,0
202397,Ish Smith,Denver Nuggets,G,1434.0,212,1077.5,238,2240.0,85,22.1,24.5,32.9,65,44,68,0,0,0
1630688,Ish Wainright,Phoenix Suns,F,314.5,394,0.0,433,0.0,365,7.0,0.0,0.0,45,0,0,0,0,0
1627826,Ivica Zubac,LA Clippers,C,2808.0,66,2237.0,85,2150.5,94,36.9,31.1,29.9,76,72,72,1,2,0
1630550,JT Thor,Charlotte Hornets,F,236.0,409,0.0,433,0.0,365,7.2,0.0,0.0,33,0,0,0,0,0
1629630,Ja Morant,Memphis Grizzlies,G,3614.0,28,3100.0,34,3210.0,31,63.4,49.2,47.9,57,63,67,69,54,5
203210,JaMychal Green,Golden State Warriors,F-C,1247.0,237,1231.5,210,1319.5,199,18.6,21.2,20.9,67,58,63,0,0,0
1630605,JaQuori McLaughlin,Dallas Mavericks,G,3.5,499,0.0,433,0.0,365,0.9,0.0,0.0,4,0,0,0,0,0
201580,JaVale McGee,Dallas Mavericks,C-F,2112.5,124,1066.5,242,1698.0,146,28.5,23.2,25.0,74,46,68,0,11,2
203953,Jabari Parker,Boston Celtics,F,126.5,436,188.0,389,1299.5,202,10.5,14.5,34.2,12,13,38,0,1,2
1630183,Jaden McDaniels,Minnesota Timberwolves,F,1684.0,174,1297.5,201,0.0,365,24.1,20.6,0.0,70,63,0,0,0,0
1630531,Jaden Springer,Philadelphia 76ers,G,12.5,489,0.0,433,0.0,365,6.2,0.0,0.0,2,0,0,0,0,0
203109,Jae Crowder,Phoenix Suns,F,1827.0,153,1580.0,157,1967.0,112,27.3,26.3,30.3,67,60,65,0,1,0
1630256,Jae'Sean Tate,Houston Rockets,F,2594.0,85,2318.5,74,0.0,365,33.3,33.1,0.0,78,70,0,0,0,0
1626143,Jahlil Okafor,Philadelphia 76ers,C-F,0.0,500,341.0,350,693.5,266,0.0,12.6,23.1,0,27,30,0,0,0
1630186,Jahmi'us Ramsey,Sacramento Kings,G,109.0,443,88.5,408,0.0,365,5.7,6.8,0.0,19,13,0,0,0,0
1630693,Jaime Echenique,Washington Wizards,C,0.0,500,0.0,433,0.0,365,0.0,0.0,0.0,1,0,0,0,0,0
1627774,Jake Layman,Minnesota Timberwolves,F,188.5,418,585.0,320,445.0,298,5.5,13.0,19.3,34,45,23,0,0,0
1627751,Jakob Poeltl,San Antonio Spurs,C,3441.0,31,2627.0,56,1787.0,138,50.6,38.1,27.1,68,69,66,20,0,0
1628973,Jalen Brunson,New York Knicks,G,3207.0,43,2080.0,100,1258.0,204,40.6,30.6,22.1,79,68,57,0,0,0
1630224,Jalen Green,Houston Rockets,G,2201.5,113,0.0,433,0.0,365,32.9,0.0,0.0,67,0,0,26,0,0
1630552,Jalen Johnson,Atlanta Hawks,F,109.5,442,0.0,433,0.0,365,5.0,0.0,0.0,22,0,0,0,0,0
1629667,Jalen McDaniels,Charlotte Hornets,F-C,939.5,290,919.5,267,253.5,318,17.1,19.6,15.8,55,47,16,0,0,0
1630188,Jalen Smith,Indiana Pacers,F-C,1356.0,224,140.0,398,0.0,365,26.6,5.2,0.0,51,27,0,0,0,0
1630591,Jalen Suggs,Orlando Magic,G,1402.0,218,0.0,433,0.0,365,29.2,0.0,0.0,48,0,0,5,0,0
1627750,Jamal Murray,Denver Nuggets,G,0.0,500,2316.5,75,2572.5,55,0.0,48.3,43.6,0,48,59,0,89,11
1630547,James Bouknight,Charlotte Hornets,G,316.0,393,0.0,433,0.0,365,10.2,0.0,0.0,31,0,0,0,0,0
201935,James Harden,Philadelphia 76ers,G,4524.5,9,3478.5,20,5296.0,1,69.6,79.1,77.9,65,44,68,188,192,187
201949,James Johnson,Brooklyn Nets,F,1199.0,244,1128.0,229,814.5,249,19.3,22.1,25.5,62,51,32,0,0,0
1630164,James Wiseman,Golden State Warriors,C,0.0,500,1089.0,234,0.0,365,0.0,27.9,0.0,0,39,0,0,3,0
1630691,Jamorko Pickett,Cleveland Cavaliers,F,134.5,434,0.0,433,0.0,365,10.3,0.0,0.0,13,0,0,0,0,0
1630215,Jared Butler,Utah Jazz,G,433.0,370,0.0,433,0.0,365,10.3,0.0,0.0,42,0,0,0,0,0
1629607,Jared Harper,New Orleans Pelicans,G,106.5,445,0.0,433,1.0,364,21.3,0.0,0.3,5,8,3,0,0,0
1628991,Jaren Jackson Jr.,Memphis Grizzlies,F-C,3242.0,40,398.0,341,2231.0,86,41.6,36.2,39.1,78,11,57,46,14,36
1629020,Jarred Vanderbilt,Utah Jazz,F,2261.0,108,1493.0,176,34.5,353,30.6,23.3,3.1,74,64,11,0,0,0
1628386,Jarrett Allen,Cleveland Cavaliers,C,3002.5,54,2817.5,48,2975.5,40,53.6,44.7,42.5,56,63,70,47,23,4
1629633,Jarrett Culver,Atlanta Hawks,G-F,341.5,388,471.0,330,1457.5,180,9.2,13.9,23.1,37,34,63,0,0,0
1629602,Javin DeLaurier,Milwaukee Bucks,C,4.0,498,0.0,433,0.0,365,4.0,0.0,0.0,1,0,0,0,0,0
1629750,Javonte Green,Chicago Bulls,G-F,1479.0,203,420.5,335,470.0,294,22.8,10.3,9.8,65,41,48,0,0,0
1630606,Javonte Smart,Miami Heat,G,136.5,433,0.0,433,0.0,365,8.0,0.0,0.0,17,0,0,0,0,0
1629637,Jaxson Hayes,New Orleans Pelicans,C-F,1785.0,156,1279.5,203,1436.0,185,25.5,21.3,22.4,70,60,64,0,0,0
1630643,Jay Huff,Los Angeles Lakers,F,10.0,491,0.0,433,0.0,365,2.5,0.0,0.0,4,0,0,0,0,0
1630206,Jay Scrubb,LA Clippers,G,110.5,441,62.5,414,0.0,365,6.1,15.6,0.0,18,4,0,0,0,0
1627759,Jaylen Brown,Boston Celtics,G-F,3292.0,38,3089.0,35,2474.5,65,49.9,53.3,43.4,66,58,57,0,52,0
1629669,Jaylen Nowell,Minnesota Timberwolves,G,1272.0,234,840.0,283,138.0,336,20.5,20.0,9.2,62,42,15,0,0,0
1628369,Jayson Tatum,Boston Celtics,F-G,4601.0,8,3785.0,15,3505.5,21,60.5,59.1,53.1,76,64,66,121,124,50
1630288,Jeff Dowtin,Toronto Raptors,G,80.0,454,0.0,433,0.0,365,8.9,0.0,0.0,9,0,0,0,0,0
201145,Jeff Green,Denver Nuggets,F,1695.0,170,1756.0,135,980.0,234,22.6,25.8,20.4,75,68,48,0,0,0
203924,Jerami Grant,Portland Trail Blazers,F,1912.0,143,2479.5,61,1988.0,108,40.7,45.9,28.0,47,54,71,43,9,0
1630526,Jeremiah Robinson-Earl,Oklahoma City Thunder,F,1060.0,268,0.0,433,0.0,365,21.6,0.0,0.0,49,0,0,0,0,0
203087,Jeremy Lamb,Sacramento Kings,G-F,1025.5,272,951.0,260,1444.0,182,18.3,26.4,31.4,56,36,46,0,0,2
1630579,Jericho Sims,New York Knicks,C,512.0,350,0.0,433,0.0,365,12.5,0.0,0.0,41,0,0,0,0,0
1628975,Jevon Carter,Milwaukee Bucks,G,790.5,309,720.0,302,900.0,243,12.0,12.0,15.5,66,60,58,0,0,0
202710,Jimmy Butler,Miami Heat,F,3277.5,39,3381.0,25,3317.5,27,57.5,65.0,57.2,57,52,58,106,111,85
1629111,Jock Landale,Phoenix Suns,C,725.0,321,0.0,433,0.0,365,13.4,0.0,0.0,54,0,0,0,0,0
203925,Joe Harris,Brooklyn Nets,G-F,320.5,392,2132.5,98,2147.5,95,22.9,30.9,31.1,14,69,69,0,2,1
